,original_title,result_id,publication_info_summary,link,title,keep_title,count
1950,Energy Consumption Analysis in Ubiquitous Cloud Computing,vKtXFr8fnIkJ,"RK Lomotey, R Deters - Proceedings of the 2013 IEEE Second …, 2013 - dl.acm.org",https://dl.acm.org/doi/abs/10.5555/2514943.2515397,energy consumption analysis in ubiquitous cloud computing,1,1
1951,"A Green IoT Node Incorporating Transient Computing, Approximate Computing and Energy/Data Prediction",6vIR4AmVX7wJ,"SZ Khan, R Kakar, MM Alam… - 2020 IEEE 17th …, 2020 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/9045177/,a green iot node incorporating transient computing approximate computing and energy data prediction,1,1
1952,Mobile Edge Computing Task Offloading Model and Algorithm Based on Energy Consumption and Delay Optimization,rC6Q60t1eJIJ,"Z Jun-wei, Z Yi - Computer and Modernization, 2022 - cam.org.cn",http://www.c-a-m.org.cn/EN/Y2022/V0/I08/86,mobile edge computing task offloading model and algorithm based on energy consumption and delay optimization,1,1
1953,An analysis to abridged energy consumption in cloud computing environment,jscKMKAbDXoJ,S Maury - power - ijcse.net,http://www.ijcse.net/docs/IJCSE14-03-06-088.pdf,an analysis to abridged energy consumption in cloud computing environment,1,1
1954,Energy Consumption in Cloud Computing Environments,ykz3OilAo8sJ,"K Mosoti Derdus, V Omwenga, P Ogao - 2017 - nru.uncst.go.ug",https://nru.uncst.go.ug/handle/123456789/6545,energy consumption in cloud computing environments,1,3
1955,Joint Optimization for Partially Offloading and Energy Consumption in Mobile Edge Computing,d5quik_qptUJ,"K Wang, S Xiang - Frontier Computing: Proceedings of FC 2020, 2021 - Springer",https://link.springer.com/chapter/10.1007/978-981-16-0115-6_85,joint optimization for partially offloading and energy consumption in mobile edge computing,1,1
1957,Extremely low-power consumption nano-RTD photodetectors for future neuromorphic computing,2tGShhWAIw8J,"QRA Al-Taai, A Al-Khalidi, J Wang, B Romeira… - 2021 - eprints.gla.ac.uk",https://eprints.gla.ac.uk/253150/,extremely low power consumption nano rtd photodetectors for future neuromorphic computing,1,1
1958,Energy consumption on heterogeneous computing platforms,Evflbbpo7TAJ,"S Bansal, K Bansal, RK Bansal - … and Grid Computing, 2014 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/7030770/,energy consumption on heterogeneous computing platforms,1,1
1961,An Analysis of Energy Consumption in Mobile Cloud Computing,1RhWC9LyUfcJ,"RM Modh, J Patel - International Journal of Research in Advent …, 2018 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3363578,an analysis of energy consumption in mobile cloud computing,1,1
1962,Cloud Computing: Reducing Energy Consumption while Improving Bioinformatics?,C8KHbHgPeYoJ,I Brandic - 2012 - repositum.tuwien.at,https://repositum.tuwien.at/handle/20.500.12708/85418,cloud computing reducing energy consumption while improving bioinformatics,1,1
1963,Modeling on Energy Consumption of Cloud Computing Based on Data Center,UwoKm_GU7BMJ,"Y Yu, W Jiang, W Guan, P Li… - … International conference on …, 2015 - atlantis-press.com",https://www.atlantis-press.com/proceedings/asei-15/25836523,modeling on energy consumption of cloud computing based on data center,1,1
1964,ENERGY-AWARE CLOUD COMPUTING TECHNIQUES TO MINIMIZE ENERGY CONSUMPTION ON CLOUD,mlaNdjGr4qcJ,"H Shah, P Gamit - irjmets.com",https://www.irjmets.com/uploadedfiles/paper/issue_2_february_2022/18940/final/fin_irjmets1644408990.pdf,energy aware cloud computing techniques to minimize energy consumption on cloud,1,1
1965,An algorithm for minimizing energy consumption with reliability goal on multiple processors in a cloud computing environment,v1NUDnw3CaIJ,"M Safari Habibabadi, R Khorsand… - … of Soft Computing and …, 2019 - jscit.nit.ac.ir",https://jscit.nit.ac.ir/index.php/index/article_84983.html?lang=en,an algorithm for minimizing energy consumption with reliability goal on multiple processors in a cloud computing environment,1,2
1966,"A study of big data computing platforms: performance, fairness and energy consumption",Q8wVrdI9cGcJ,NIU ZHAOJIE - academia.edu,https://www.academia.edu/download/82902209/Thesis-Final-Zhaojie.pdf,a study of big data computing platforms performance fairness and energy consumption,1,1
1967,Performance and Energy-based Cost Prediction Modelling of Virtual Machines in Cloud Computing Environments,NOob1TUfU5sJ,MMM Aldossary - 2019 - researchgate.net,https://www.researchgate.net/profile/Mohammad-Aldossary-3/publication/353667231_Performance_and_Energy-based_Cost_Prediction_Modelling_of_Virtual_Machines_in_Cloud_Computing_Environments/links/610966241e95fe241aabfe19/Performance-and-Energy-based-Cost-Prediction-Modelling-of-Virtual-Machines-in-Cloud-Computing-Environments.pdf,performance and energy based cost prediction modelling of virtual machines in cloud computing environments,1,1
1968,Minimizing Energy Consumption by Joint Radio and Computing Resource Allocation in Cloud-RAN,FphPWw2viCEJ,"M Sharara, F Fossati, S Hoteit, V Vèque… - Available at SSRN … - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4366461,minimizing energy consumption by joint radio and computing resource allocation in cloud ran,1,1
1970,Cloud computing and continuous energy consumption monitoring,2rAQuQNuO6gJ,"V Lupu - … on Engineering, Technology and Innovation (ICE …, 2017 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8279878/,cloud computing and continuous energy consumption monitoring,1,1
1973,Modeling virtualized services for optimization of energy consumption in cloud computing,zy6smMgTsMQJ,"B Noroozi, B Majidi, A Movaghar - 2017 - pdfs.semanticscholar.org",https://pdfs.semanticscholar.org/2419/09a4cd31a987f37ad7e3c103eb003588c98b.pdf,modeling virtualized services for optimization of energy consumption in cloud computing,1,1
1974,The Research of Energy Consumption Control of Tobacco Information Based on Cloud Computing,lzbsGhSZWOEJ,"XF Jiang, ZM Wang, HL Dong, W Li - Advanced Materials Research, 2014 - Trans Tech Publ",https://www.scientific.net/AMR.915-916.1393,the research of energy consumption control of tobacco information based on cloud computing,1,1
1976,Experimental Analysis of Task-based Energy Consumption in Cloud Computing Systems,_3RpTi3z4moJ,"J Grundy, Y Yang, JG Schneider, Q He - 2013 - Citeseer",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=11c93be6daf1698a4b0038fb5e0f5baab8df05d3,experimental analysis of task based energy consumption in cloud computing systems,1,2
1977,ENERGY-EFFICIENT AND LOWER POWER CONSUMPTION IN WIRELESS COMPUTING SYSTEM,k5rQ2_ADbjYJ,"MSKN RAJESH, D DURGAPRASAD - scholar.archive.org",https://scholar.archive.org/work/fuwvfjtufvhkfbf3vrhvahy7k4/access/wayback/http://www.ijrter.com/papers/volume-3/issue-10/energy-efficient-and-lower-power-consumption-in-wireless-computing-system.pdf,energy efficient and lower power consumption in wireless computing system,1,1
1979,A Trade-Off between Computing Power and Energy Consumption of On-Board Data Processing in GPU Accelerated Real-Time Systems,9NVK8AtqfYkJ,"N Tsog, M Sjödin, F Bruhn - The 32nd International Symposium on …, 2019 - diva-portal.org",https://www.diva-portal.org/smash/record.jsf?pid=diva2:1369128,a trade off between computing power and energy consumption of on board data processing in gpu accelerated real time systems,1,1
1980,Trade-off between Power Consumption and Total Energy Cost in Cloud Computing Systems,XcRMWDGK0wgJ,P Veldurthy - cs.gmu.edu,https://cs.gmu.edu/~menasce/cs788/st-papers-Fall2017/Veldurthy-T2.pdf,trade off between power consumption and total energy cost in cloud computing systems,1,1
1981,Optimizing Energy Consumption of Cloud Computing IaaS,eQRLtRhueJcJ,HI Mohamed - 2017 - dspace.aus.edu,https://dspace.aus.edu/xmlui/handle/11073/8909,optimizing energy consumption of cloud computing iaas,1,1
1982,Autonomic VM Migration in cloud Computing based on Energy Consumption,J6klD0MaAA4J,"MRG Sonkamble, MAK Rathod, MGG Machhale - researchgate.net",https://www.researchgate.net/profile/Rahul-Sonkamble/publication/348590364_Autonomic_VM_Migration_in_cloud_Computing_based_on_Energy_Consumption/links/6006708145851553a053e546/Autonomic-VM-Migration-in-cloud-Computing-based-on-Energy-Consumption.pdf,autonomic vm migration in cloud computing based on energy consumption,1,1
1983,"The Power of Prediction for Adaptive, Dependable Service-oriented Computing",dvB6XFHM0fcJ,M Malek - 2007 - Citeseer,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=397b103d936392a0eadf119a49afbe4fe31feb6e,the power of prediction for adaptive dependable service oriented computing,1,1
1984,Two Phase Consolidation Algorithm for Efficient Energy Consumption in Cloud Computing,Jm0giCl-i-kJ,PM Abhinandan - academia.edu,https://www.academia.edu/download/57781144/IJCST-V6I6P8.pdf,two phase consolidation algorithm for efficient energy consumption in cloud computing,1,1
1985,USING VIRTUALIZATION TECHNIQUE TO INCREASE SECURITY AND REDUCE ENERGY CONSUMPTION IN CLOUD COMPUTING,yYEpjVFme6MJ,"H Banirostam, A Hedayati, AK Zadeh - International Journal of Research in …, 2014 - Citeseer",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=20b00e2344c2dcd40d764ffec5d00b5d1a24b33b,using virtualization technique to increase security and reduce energy consumption in cloud computing,1,1
1986,Research on Cloud Computing Platform Virtual Machine Migration Energy Consumption,4t77NuozQDoJ,"C Jun, S Tian-jing - 微电子学与计算机, 2016 - journalmc.com",http://www.journalmc.com/en/article/id/5b1d1b6d-4cda-4887-8eec-b8d727fcb236,research on cloud computing platform virtual machine migration energy consumption,1,1
1987,A SURVEY ON LOWERING POWER CONSUMPTION IN CLOUD ENVIRONMENT WITH GREEN COMPUTING TECHNIQUES,0cT8mmfzH4AJ,"L Lalachan, A Banubakode - irjmets.com",https://www.irjmets.com/uploadedfiles/paper/volume_3/issue_12_december_2021/18021/final/fin_irjmets1640876694.pdf,a survey on lowering power consumption in cloud environment with green computing techniques,1,1
1988,Reducing power consumption and improving QoS in cloud computing environments,QaxsXZkoBAkJ,"S Kameya, S Kuribayashi - IEICE Technical Report; IEICE Tech. Rep., 2012 - ieice.org",https://www.ieice.org/ken/paper/20120316k0o4/eng/,reducing power consumption and improving qos in cloud computing environments,1,1
1991,A Full-Cost Model for Estimating the Energy Consumption of Computing Infrastructures,WzpdzD3RcCMJ,"AC Orgerie, S Varrette - Ultrascale Computing Systems, 2019 - orbilu.uni.lu",https://orbilu.uni.lu/handle/10993/36377,a full cost model for estimating the energy consumption of computing infrastructures,1,1
1992,Power Consumption and Coverage Test of NB-IoT in the Substation Edge Computing Environment,Gm7ojXtxDGsJ,"C Song, H Li, Z Wang, S Ren, P Zeng - … , ICAIS 2019, New York, NY, USA …, 2019 - Springer",https://link.springer.com/chapter/10.1007/978-3-030-24265-7_36,power consumption and coverage test of nb iot in the substation edge computing environment,1,1
1993,Probability of Task Completion and Energy Consumption in Cooperative Pervasive Mobile Computing,J4INAbO1ktAJ,"DV Le, T Nguyen, H Scholten… - … Pervasive Computing …, 2018 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/8480135/,probability of task completion and energy consumption in cooperative pervasive mobile computing,1,1
1994,Reducing Power Consumption in Mobile Terminals—Video Computing Perspective,3HSKSqZyyLAJ,"M Forsell - Greening Video Distribution Networks: Energy-Efficient …, 2018 - Springer",https://link.springer.com/chapter/10.1007/978-3-319-71718-0_5,reducing power consumption in mobile terminals video computing perspective,1,1
1995,Enhancing the Power Consumption of the Data Centers in Energy Efficient Cloud Computing,GTit51K4cZsJ,"A Soni, B Pahadiya - researchgate.net",https://www.researchgate.net/profile/Bharat-Pahadiya/publication/316471854_Enhancing_the_Power_Consumption_of_the_Data_Centers_in_Energy_Efficient_Cloud_Computing/links/59002370a6fdcc8ed50ddb41/Enhancing-the-Power-Consumption-of-the-Data-Centers-in-Energy-Efficient-Cloud-Computing.pdf,enhancing the power consumption of the data centers in energy efficient cloud computing,1,1
1996,Temporal Multiscale Consumption Strategies of Intermittent Energy based on Parallel Computing,DolPn3GpIXgJ,"H Chen, Y Zhang, F Yao, Z Yang, F Liu… - International Journal …, 2018 - ijpe-online.com",http://www.ijpe-online.com/EN/Y2018/V14/I5/841,temporal multiscale consumption strategies of intermittent energy based on parallel computing,1,1
1997,A Strategic Evaluation of Energy-Consumption and Total Execution Time for Cloud Computing Environment,Z_SD8PeYZ6AJ,"S Pal, S Mohanty, PK Pattnaik, GB Mund - International Journal on Recent …, 2013 - Citeseer",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=53570f0165128fe940a43d46254d6b9a23f6c49d,a strategic evaluation of energy consumption and total execution time for cloud computing environment,1,1
1998,A framework for computing power consumption scheduling functions under uncertainty,q0ICEFqlZFwJ,"A Agrawal, O Beaude, S Lasaulce - IEEE Smart Grid …, 2015 - researchgate.net",https://www.researchgate.net/profile/Olivier-Beaude/publication/304416556_A_framework_for_computing_power_consumption_scheduling_functions_under_uncertainty/links/573c3fec08ae298602e55196/A-framework-for-computing-power-consumption-scheduling-functions-under-uncertainty.pdf,a framework for computing power consumption scheduling functions under uncertainty,1,2
